time,readable_time,acceleration,acceleration_x,acceleration_y,acceleration_z,battery,humidity,pressure,temperature,dev-id
1526087192313,2018-05-12T01:06:32.312999Z,1022.3815334795519,-72,376,948,2935,33,1023.75,23.38,C2:9A:9F:E5:58:27
1526087197856,2018-05-12T01:06:37.855999Z,1021.1209526789664,-64,384,944,2935,33,1023.65,23.37,C2:9A:9F:E5:58:27
1526087203166,2018-05-12T01:06:43.165999Z,1027.5641099221011,-72,380,952,2941,33,1023.69,23.37,C2:9A:9F:E5:58:27
1526087208466,2018-05-12T01:06:48.466000Z,1023.5858537514085,-68,380,948,2953,33,1023.65,23.37,C2:9A:9F:E5:58:27
1526087214021,2018-05-12T01:06:54.020999Z,1020.1568506852267,-72,380,944,2935,33,1023.75,23.38,C2:9A:9F:E5:58:27
1526087219176,2018-05-12T01:06:59.176000Z,1026.0916138435202,-72,376,952,2929,33,1023.77,23.37,C2:9A:9F:E5:58:27
1526087224186,2018-05-12T01:07:04.186000Z,1011.2645549014362,-72,376,936,2941,33,1023.75,23.38,C2:9A:9F:E5:58:27
1526087229176,2018-05-12T01:07:09.176000Z,1014.6920715172657,-68,376,940,2935,33,1023.72,23.37,C2:9A:9F:E5:58:27
1526087235166,2018-05-12T01:07:15.165999Z,1027.0345661174215,-64,380,952,2935,33,1023.71,23.37,C2:9A:9F:E5:58:27
1526087240276,2018-05-12T01:07:20.276000Z,1023.5858537514085,-68,380,948,2947,33,1023.72,23.37,C2:9A:9F:E5:58:27
1526087245316,2018-05-12T01:07:25.315999Z,1025.0775580413415,-68,384,948,2935,33,1023.75,23.38,C2:9A:9F:E5:58:27
1526087251176,2018-05-12T01:07:31.176000Z,1025.818697431471,-68,376,952,2935,33,1023.74,23.37,C2:9A:9F:E5:58:27
1526087256936,2018-05-12T01:07:36.936000Z,1023.5858537514085,-68,380,948,2935,33,1023.69,23.37,C2:9A:9F:E5:58:27
1526087262185,2018-05-12T01:07:42.184999Z,1020.6429346250333,-68,372,948,2935,33,1023.67,23.36,C2:9A:9F:E5:58:27
1526087267536,2018-05-12T01:07:47.536000Z,1016.1810862243009,-68,380,940,2941,33,1023.78,23.36,C2:9A:9F:E5:58:27
1526087273107,2018-05-12T01:07:53.107000Z,1021.8493039582696,-64,376,948,2935,33,1023.73,23.37,C2:9A:9F:E5:58:27
1526087278646,2018-05-12T01:07:58.645999Z,1020.1568506852267,-72,380,944,2953,33,1023.77,23.37,C2:9A:9F:E5:58:27
1526087284195,2018-05-12T01:08:04.194999Z,1025.6393128190825,-76,384,948,2935,33,1023.69,23.36,C2:9A:9F:E5:58:27
1526087289785,2018-05-12T01:08:09.785000Z,1016.9287093990414,-68,372,944,2935,33,1023.71,23.37,C2:9A:9F:E5:58:27
1526087295205,2018-05-12T01:08:15.204999Z,1029.531932481941,-68,376,956,2935,33,1023.74,23.36,C2:9A:9F:E5:58:27
1526087300375,2018-05-12T01:08:20.375000Z,1015.2595727201984,-76,376,940,2941,33,1023.7,23.36,C2:9A:9F:E5:58:27
1526087306182,2018-05-12T01:08:26.181999Z,1023.5858537514085,-68,380,948,2947,33,1023.7,23.36,C2:9A:9F:E5:58:27
1526087311495,2018-05-12T01:08:31.494999Z,1027.5641099221011,-72,380,952,2953,33,1023.69,23.36,C2:9A:9F:E5:58:27
1526087317056,2018-05-12T01:08:37.055999Z,1022.3815334795519,-72,376,948,2935,33,1023.71,23.37,C2:9A:9F:E5:58:27
1526087322195,2018-05-12T01:08:42.194999Z,1019.1918367020019,-68,368,948,2935,33,1023.71,23.37,C2:9A:9F:E5:58:27
1526087327176,2018-05-12T01:08:47.176000Z,1024.6326170877053,-72,372,952,2941,33,1023.72,23.36,C2:9A:9F:E5:58:27
1526087332205,2018-05-12T01:08:52.204999Z,1018.6736474455398,-72,376,944,2941,33,1023.72,23.36,C2:9A:9F:E5:58:27
1526087337235,2018-05-12T01:08:57.234999Z,1023.5858537514085,-68,380,948,2935,33,1023.72,23.36,C2:9A:9F:E5:58:27
1526087343196,2018-05-12T01:09:03.196000Z,1020.1568506852267,-72,380,944,2947,33,1023.7,23.36,C2:9A:9F:E5:58:27
1526087348316,2018-05-12T01:09:08.315999Z,1016.7477563289726,-76,380,940,2953,33,1023.74,23.36,C2:9A:9F:E5:58:27
1526087353886,2018-05-12T01:09:13.885999Z,1014.029585367212,-68,364,944,2935,33,1023.75,23.36,C2:9A:9F:E5:58:27
1526087359176,2018-05-12T01:09:19.176000Z,1029.8038648208696,-72,376,956,2941,33,1023.77,23.36,C2:9A:9F:E5:58:27
1526087364491,2018-05-12T01:09:24.490999Z,1018.6736474455398,-72,376,944,2941,33,1023.76,23.37,C2:9A:9F:E5:58:27
1526087370045,2018-05-12T01:09:30.045000Z,1022.6710125939818,-76,376,948,2935,33,1023.81,23.36,C2:9A:9F:E5:58:27
1526087375166,2018-05-12T01:09:35.165999Z,1018.6736474455398,-72,376,944,2935,33,1023.75,23.36,C2:9A:9F:E5:58:27
1526087380166,2018-05-12T01:09:40.165999Z,1013.4929698818833,-72,372,940,2935,33,1023.69,23.36,C2:9A:9F:E5:58:27
1526087385145,2018-05-12T01:09:45.144999Z,1023.8593653427213,-72,380,948,2947,33,1023.76,23.37,C2:9A:9F:E5:58:27
1526087391256,2018-05-12T01:09:51.256000Z,1023.3279044372825,-64,380,948,2941,33,1023.72,23.36,C2:9A:9F:E5:58:27
1526087396326,2018-05-12T01:09:56.325999Z,1023.5858537514085,-68,380,948,2935,33,1023.73,23.35,C2:9A:9F:E5:58:27
1526087401892,2018-05-12T01:10:01.891999Z,1019.882346155673,-68,380,944,2941,33,1023.69,23.36,C2:9A:9F:E5:58:27
1526087407176,2018-05-12T01:10:07.176000Z,1016.9287093990414,-68,372,944,2947,33,1023.74,23.36,C2:9A:9F:E5:58:27
1526087412495,2018-05-12T01:10:12.494999Z,1017.2040110027093,-72,372,944,2941,33,1023.7,23.36,C2:9A:9F:E5:58:27
1526087418195,2018-05-12T01:10:18.194999Z,1023.3279044372825,-64,380,948,2947,33,1023.73,23.35,C2:9A:9F:E5:58:27
1526087423206,2018-05-12T01:10:23.206000Z,1025.0775580413415,-68,384,948,2953,33,1023.68,23.35,C2:9A:9F:E5:58:27
1526087428166,2018-05-12T01:10:28.165999Z,1016.9287093990414,-68,372,944,2941,33,1023.77,23.36,C2:9A:9F:E5:58:27
1526087433196,2018-05-12T01:10:33.196000Z,1012.9560701234777,-64,372,940,2935,33,1023.71,23.35,C2:9A:9F:E5:58:27
1526087438285,2018-05-12T01:10:38.285000Z,1026.0916138435202,-72,376,952,2941,33,1023.77,23.36,C2:9A:9F:E5:58:27
1526087443816,2018-05-12T01:10:43.815999Z,1014.4318606983911,-64,376,940,2935,33,1023.73,23.35,C2:9A:9F:E5:58:27
1526087449392,2018-05-12T01:10:49.391999Z,1022.3815334795519,-72,376,948,2935,33,1023.68,23.35,C2:9A:9F:E5:58:27
1526087454961,2018-05-12T01:10:54.960999Z,1015.2595727201984,-76,376,940,2935,33,1023.7,23.35,C2:9A:9F:E5:58:27
1526087460514,2018-05-12T01:11:00.513999Z,1022.1076264268846,-68,376,948,2941,33,1023.72,23.36,C2:9A:9F:E5:58:27
1526087466085,2018-05-12T01:11:06.085000Z,1020.9172346473538,-72,372,948,2935,33,1023.73,23.35,C2:9A:9F:E5:58:27
1526087471616,2018-05-12T01:11:11.615999Z,1016.45659031756,-72,380,940,2935,33,1023.69,23.36,C2:9A:9F:E5:58:27
1526087477185,2018-05-12T01:11:17.184999Z,1018.964179939609,-76,376,944,2941,33,1023.68,23.35,C2:9A:9F:E5:58:27
1526087482206,2018-05-12T01:11:22.206000Z,1014.6920715172657,-68,376,940,2941,33,1023.74,23.36,C2:9A:9F:E5:58:27
1526087487764,2018-05-12T01:11:27.763999Z,1020.6429346250333,-68,372,948,2935,33,1023.78,23.36,C2:9A:9F:E5:58:27
1526087493176,2018-05-12T01:11:33.176000Z,1030.7434210316358,-64,380,956,2941,33,1023.73,23.35,C2:9A:9F:E5:58:27
1526087498882,2018-05-12T01:11:38.881999Z,1025.0775580413415,-68,384,948,2935,33,1023.75,23.36,C2:9A:9F:E5:58:27
1526087504176,2018-05-12T01:11:44.176000Z,1025.350671721631,-72,384,948,2929,33,1023.69,23.36,C2:9A:9F:E5:58:27
1526087509425,2018-05-12T01:11:49.424999Z,1023.8593653427213,-72,380,948,2935,33,1023.69,23.36,C2:9A:9F:E5:58:27
1526087515173,2018-05-12T01:11:55.173000Z,1024.6326170877053,-72,372,952,2935,33,1023.7,23.36,C2:9A:9F:E5:58:27
1526087520186,2018-05-12T01:12:00.186000Z,1025.561309722632,-64,376,952,2941,33,1023.7,23.36,C2:9A:9F:E5:58:27
1526087525586,2018-05-12T01:12:05.585999Z,1025.818697431471,-68,376,952,2941,33,1023.7,23.36,C2:9A:9F:E5:58:27
1526087531192,2018-05-12T01:12:11.191999Z,1024.3593119604077,-68,372,952,2935,33,1023.7,23.36,C2:9A:9F:E5:58:27
1526087536206,2018-05-12T01:12:16.206000Z,1014.4318606983911,-64,376,940,2935,33,1023.72,23.36,C2:9A:9F:E5:58:27
1526087541276,2018-05-12T01:12:21.276000Z,1021.3794593587635,-68,384,944,2947,33,1023.66,23.37,C2:9A:9F:E5:58:27
1526087546295,2018-05-12T01:12:26.295000Z,1018.3987431256973,-68,376,944,2935,33,1023.7,23.36,C2:9A:9F:E5:58:27
1526087551871,2018-05-12T01:12:31.871000Z,1029.0500473737902,-72,384,952,2935,33,1023.64,23.36,C2:9A:9F:E5:58:27
1526087557182,2018-05-12T01:12:37.181999Z,1029.0500473737902,-72,384,952,2935,33,1023.66,23.36,C2:9A:9F:E5:58:27
1526087563516,2018-05-12T01:12:43.516000Z,1019.6234599105692,-64,380,944,2947,33,1023.66,23.36,C2:9A:9F:E5:58:27
1526087569056,2018-05-12T01:12:49.055999Z,1021.6535616342753,-72,384,944,2947,33,1023.69,23.36,C2:9A:9F:E5:58:27
1526087574154,2018-05-12T01:12:54.154000Z,1018.6736474455398,-72,376,944,2947,33,1023.71,23.37,C2:9A:9F:E5:58:27
1526087579196,2018-05-12T01:12:59.196000Z,1016.7477563289726,-76,380,940,2935,33,1023.68,23.37,C2:9A:9F:E5:58:27
1526087585202,2018-05-12T01:13:05.201999Z,1025.350671721631,-72,384,948,2935,33,1023.72,23.37,C2:9A:9F:E5:58:27
1526087590219,2018-05-12T01:13:10.219000Z,1020.1411667019423,-60,372,948,2935,33,1023.8,23.37,C2:9A:9F:E5:58:27
1526087595787,2018-05-12T01:13:15.786999Z,1022.3815334795519,-72,376,948,2935,33,1023.68,23.37,C2:9A:9F:E5:58:27
1526087601846,2018-05-12T01:13:21.845999Z,1018.1394796392093,-64,376,944,2935,33,1023.71,23.37,C2:9A:9F:E5:58:27
1526087607365,2018-05-12T01:13:27.365000Z,1019.4665271601614,-72,368,948,2935,33,1023.72,23.36,C2:9A:9F:E5:58:27
1526087613176,2018-05-12T01:13:33.176000Z,1012.0316200593735,-72,368,940,2947,33,1023.78,23.36,C2:9A:9F:E5:58:27
1526087618985,2018-05-12T01:13:38.984999Z,1019.882346155673,-68,380,944,2935,33,1023.73,23.37,C2:9A:9F:E5:58:27
1526087624186,2018-05-12T01:13:44.186000Z,1021.8493039582696,-64,376,948,2935,33,1023.81,23.37,C2:9A:9F:E5:58:27
1526087629176,2018-05-12T01:13:49.176000Z,1023.8593653427213,-72,380,948,2935,33,1023.67,23.36,C2:9A:9F:E5:58:27
1526087634196,2018-05-12T01:13:54.196000Z,1017.2040110027093,-72,372,944,2935,33,1023.69,23.36,C2:9A:9F:E5:58:27
1526087639192,2018-05-12T01:13:59.191999Z,1020.1568506852267,-72,380,944,2935,33,1023.74,23.36,C2:9A:9F:E5:58:27
1526087644746,2018-05-12T01:14:04.746000Z,1025.818697431471,-68,376,952,2935,33,1023.74,23.36,C2:9A:9F:E5:58:27
1526087650195,2018-05-12T01:14:10.194999Z,1019.882346155673,-68,380,944,2935,33,1023.7,23.35,C2:9A:9F:E5:58:27
1526087655336,2018-05-12T01:14:15.335999Z,1018.3987431256973,-68,376,944,2935,33,1023.73,23.35,C2:9A:9F:E5:58:27
1526087660886,2018-05-12T01:14:20.885999Z,1009.2452625600974,-64,372,936,2953,33,1023.68,23.35,C2:9A:9F:E5:58:27
1526087666166,2018-05-12T01:14:26.165999Z,1025.0775580413415,-68,384,948,2947,33,1023.69,23.36,C2:9A:9F:E5:58:27
1526087671496,2018-05-12T01:14:31.496000Z,1025.818697431471,-68,376,952,2947,33,1023.69,23.36,C2:9A:9F:E5:58:27
1526087677046,2018-05-12T01:14:37.046000Z,1016.9287093990414,-68,372,944,2935,33,1023.68,23.35,C2:9A:9F:E5:58:27
1526087682206,2018-05-12T01:14:42.206000Z,1026.0916138435202,-72,376,952,2935,33,1023.65,23.35,C2:9A:9F:E5:58:27
1526087687186,2018-05-12T01:14:47.186000Z,1026.0916138435202,-72,376,952,2935,33,1023.68,23.35,C2:9A:9F:E5:58:27
1526087692216,2018-05-12T01:14:52.216000Z,1018.6736474455398,-72,376,944,2935,33,1023.65,23.35,C2:9A:9F:E5:58:27
1526087697267,2018-05-12T01:14:57.266999Z,1018.3987431256973,-68,376,944,2935,33,1023.66,23.34,C2:9A:9F:E5:58:27
1526087702316,2018-05-12T01:15:02.315999Z,1019.2703272439554,-80,376,944,2935,33,1023.67,23.35,C2:9A:9F:E5:58:27
1526087707866,2018-05-12T01:15:07.865999Z,1027.5641099221011,-72,380,952,2935,33,1023.74,23.34,C2:9A:9F:E5:58:27
1526087713176,2018-05-12T01:15:13.176000Z,1019.6234599105692,-64,380,944,2935,33,1023.68,23.35,C2:9A:9F:E5:58:27
1526087718960,2018-05-12T01:15:18.960000Z,1028.0778180663174,-68,372,956,2929,33,1023.71,23.35,C2:9A:9F:E5:58:27
1526087724175,2018-05-12T01:15:24.174999Z,1019.882346155673,-68,380,944,2935,33,1023.67,23.35,C2:9A:9F:E5:58:27
1526087729556,2018-05-12T01:15:29.555999Z,1027.8521294427521,-76,380,952,2941,33,1023.73,23.35,C2:9A:9F:E5:58:27
1526087735176,2018-05-12T01:15:35.176000Z,1024.6326170877053,-72,372,952,2947,33,1023.72,23.34,C2:9A:9F:E5:58:27
1526087740156,2018-05-12T01:15:40.155999Z,1022.3815334795519,-72,376,948,2947,33,1023.66,23.34,C2:9A:9F:E5:58:27
1526087745255,2018-05-12T01:15:45.255000Z,1023.3279044372825,-64,380,948,2935,33,1023.73,23.35,C2:9A:9F:E5:58:27
1526087750287,2018-05-12T01:15:50.286999Z,1030.9995150338336,-68,380,956,2929,33,1023.68,23.34,C2:9A:9F:E5:58:27
1526087755806,2018-05-12T01:15:55.805999Z,1020.9172346473538,-72,372,948,2935,33,1023.69,23.34,C2:9A:9F:E5:58:27
1526087761192,2018-05-12T01:16:01.191999Z,1020.1568506852267,-72,380,944,2935,33,1023.68,23.34,C2:9A:9F:E5:58:27
1526087766445,2018-05-12T01:16:06.444999Z,1023.5858537514085,-68,380,948,2935,33,1023.66,23.34,C2:9A:9F:E5:58:27
1526087771985,2018-05-12T01:16:11.984999Z,1018.6736474455398,-72,376,944,2953,33,1023.69,23.34,C2:9A:9F:E5:58:27
1526087777165,2018-05-12T01:16:17.164999Z,1025.561309722632,-64,376,952,2935,33,1023.7,23.33,C2:9A:9F:E5:58:27
1526087782196,2018-05-12T01:16:22.196000Z,1015.2595727201984,-76,376,940,2935,33,1023.69,23.34,C2:9A:9F:E5:58:27
1526087787195,2018-05-12T01:16:27.194999Z,1020.1568506852267,-72,380,944,2935,33,1023.71,23.34,C2:9A:9F:E5:58:27
1526087792185,2018-05-12T01:16:32.184999Z,1020.3842413522467,-64,372,948,2935,33,1023.66,23.33,C2:9A:9F:E5:58:27
1526087797206,2018-05-12T01:16:37.206000Z,1019.882346155673,-68,380,944,2935,33,1023.76,23.34,C2:9A:9F:E5:58:27
1526087802265,2018-05-12T01:16:42.265000Z,1019.882346155673,-68,380,944,2935,33,1023.66,23.34,C2:9A:9F:E5:58:27
1526087807826,2018-05-12T01:16:47.825999Z,1014.9679797904956,-72,376,940,2941,33,1023.68,23.34,C2:9A:9F:E5:58:27
1526087813896,2018-05-12T01:16:53.895999Z,1022.3815334795519,-72,376,948,2929,33,1023.68,23.34,C2:9A:9F:E5:58:27
1526087819195,2018-05-12T01:16:59.194999Z,1020.1411667019423,-60,372,948,2935,33,1023.72,23.33,C2:9A:9F:E5:58:27
1526087824506,2018-05-12T01:17:04.506000Z,1023.8593653427213,-72,380,948,2941,33,1023.7,23.33,C2:9A:9F:E5:58:27
1526087830046,2018-05-12T01:17:10.046000Z,1027.5641099221011,-72,380,952,2935,33,1023.65,23.33,C2:9A:9F:E5:58:27
1526087836116,2018-05-12T01:17:16.115999Z,1022.9760505505493,-80,376,948,2935,33,1023.64,23.33,C2:9A:9F:E5:58:27
1526087841666,2018-05-12T01:17:21.665999Z,1014.9679797904956,-72,376,940,2935,33,1023.74,23.34,C2:9A:9F:E5:58:27
1526087847205,2018-05-12T01:17:27.204999Z,1020.4469608950776,-76,380,944,2935,33,1023.82,23.34,C2:9A:9F:E5:58:27
1526087852266,2018-05-12T01:17:32.266000Z,1024.6326170877053,-72,372,952,2935,33,1023.7,23.33,C2:9A:9F:E5:58:27
1526087857316,2018-05-12T01:17:37.315999Z,1016.9287093990414,-68,372,944,2941,33,1023.75,23.33,C2:9A:9F:E5:58:27
1526087862856,2018-05-12T01:17:42.855999Z,1018.964179939609,-76,376,944,2935,33,1023.68,23.32,C2:9A:9F:E5:58:27
1526087868176,2018-05-12T01:17:48.176000Z,1019.882346155673,-68,380,944,2941,33,1023.72,23.33,C2:9A:9F:E5:58:27
1526087873465,2018-05-12T01:17:53.464999Z,1020.1568506852267,-72,380,944,2935,33,1023.69,23.33,C2:9A:9F:E5:58:27
1526087879006,2018-05-12T01:17:59.006000Z,1025.818697431471,-68,376,952,2947,33,1023.69,23.33,C2:9A:9F:E5:58:27
1526087884193,2018-05-12T01:18:04.193000Z,1018.3987431256973,-68,376,944,2935,33,1023.71,23.34,C2:9A:9F:E5:58:27
1526087889176,2018-05-12T01:18:09.176000Z,1022.3815334795519,-72,376,948,2935,33,1023.68,23.32,C2:9A:9F:E5:58:27
1526087894185,2018-05-12T01:18:14.184999Z,1012.7586089488452,-72,380,936,2935,33,1023.66,23.33,C2:9A:9F:E5:58:27
1526087899685,2018-05-12T01:18:19.684999Z,1027.2915847022207,-68,380,952,2935,33,1023.74,23.32,C2:9A:9F:E5:58:27
1526087905176,2018-05-12T01:18:25.176000Z,1018.6736474455398,-72,376,944,2941,33,1023.69,23.33,C2:9A:9F:E5:58:27
1526087910296,2018-05-12T01:18:30.296000Z,1023.5858537514085,-68,380,948,2935,33,1023.65,23.32,C2:9A:9F:E5:58:27
1526087915842,2018-05-12T01:18:35.842000Z,1021.8493039582696,-64,376,948,2935,33,1023.68,23.32,C2:9A:9F:E5:58:27
1526087921186,2018-05-12T01:18:41.186000Z,1023.5858537514085,-68,380,948,2935,33,1023.73,23.32,C2:9A:9F:E5:58:27
1526087926446,2018-05-12T01:18:46.446000Z,1025.561309722632,-64,376,952,2935,33,1023.73,23.32,C2:9A:9F:E5:58:27
1526087932176,2018-05-12T01:18:52.176000Z,1023.5858537514085,-68,380,948,2935,33,1023.62,23.32,C2:9A:9F:E5:58:27
1526087938055,2018-05-12T01:18:58.055000Z,1027.2915847022207,-68,380,952,2941,33,1023.64,23.33,C2:9A:9F:E5:58:27
1526087943155,2018-05-12T01:19:03.154999Z,1025.350671721631,-72,384,948,2935,33,1023.67,23.32,C2:9A:9F:E5:58:27
1526087948166,2018-05-12T01:19:08.165999Z,1019.3802038493783,-60,380,944,2935,33,1023.67,23.32,C2:9A:9F:E5:58:27
1526087953196,2018-05-12T01:19:13.196000Z,1017.4949631324963,-76,372,944,2929,33,1023.67,23.32,C2:9A:9F:E5:58:27
1526087958256,2018-05-12T01:19:18.256000Z,1015.4723039059214,-68,368,944,2935,33,1023.67,23.32,C2:9A:9F:E5:58:27
1526087963276,2018-05-12T01:19:23.276000Z,1018.3987431256973,-68,376,944,2935,33,1023.67,23.32,C2:9A:9F:E5:58:27
1526087968336,2018-05-12T01:19:28.335999Z,1022.3815334795519,-72,376,948,2929,33,1023.66,23.31,C2:9A:9F:E5:58:27
1526087973915,2018-05-12T01:19:33.914999Z,1024.148426742921,-76,380,948,2941,33,1023.67,23.32,C2:9A:9F:E5:58:27
1526087979176,2018-05-12T01:19:39.176000Z,1018.6736474455398,-72,376,944,2935,33,1023.67,23.32,C2:9A:9F:E5:58:27
1526087985015,2018-05-12T01:19:45.015000Z,1014.9679797904956,-72,376,940,2941,33,1023.71,23.32,C2:9A:9F:E5:58:27
1526087990156,2018-05-12T01:19:50.155999Z,1018.6736474455398,-72,376,944,2941,33,1023.73,23.32,C2:9A:9F:E5:58:27
1526087995186,2018-05-12T01:19:55.186000Z,1018.6736474455398,-72,376,944,2935,33,1023.71,23.32,C2:9A:9F:E5:58:27
1526088000172,2018-05-12T01:20:00.171999Z,1016.9287093990414,-68,372,944,2953,33,1023.7,23.32,C2:9A:9F:E5:58:27
1526088005205,2018-05-12T01:20:05.204999Z,1021.943246956503,-76,384,944,2923,33,1023.66,23.31,C2:9A:9F:E5:58:27
1526088010256,2018-05-12T01:20:10.256000Z,1016.9287093990414,-68,372,944,2935,33,1023.67,23.31,C2:9A:9F:E5:58:27
1526088016176,2018-05-12T01:20:16.176000Z,1016.9287093990414,-68,372,944,2935,33,1023.67,23.32,C2:9A:9F:E5:58:27
1526088021885,2018-05-12T01:20:21.884999Z,1023.8593653427213,-72,380,948,2941,33,1023.69,23.31,C2:9A:9F:E5:58:27
1526088027186,2018-05-12T01:20:27.186000Z,1020.4469608950776,-76,380,944,2935,33,1023.72,23.31,C2:9A:9F:E5:58:27
1526088032956,2018-05-12T01:20:32.956000Z,1025.350671721631,-72,384,948,2941,33,1023.71,23.31,C2:9A:9F:E5:58:27
1526088038196,2018-05-12T01:20:38.196000Z,1014.6920715172657,-68,376,940,2947,33,1023.68,23.31,C2:9A:9F:E5:58:27
1526088044078,2018-05-12T01:20:44.078000Z,1025.6393128190825,-76,384,948,2941,33,1023.68,23.31,C2:9A:9F:E5:58:27
1526088049186,2018-05-12T01:20:49.186000Z,1014.4318606983911,-64,376,940,2935,33,1023.76,23.32,C2:9A:9F:E5:58:27
1526088054176,2018-05-12T01:20:54.176000Z,1015.4723039059214,-68,368,944,2935,33,1023.76,23.3,C2:9A:9F:E5:58:27
1526088059216,2018-05-12T01:20:59.216000Z,1027.0345661174215,-64,380,952,2935,33,1023.66,23.31,C2:9A:9F:E5:58:27
1526088064239,2018-05-12T01:21:04.239000Z,1018.6736474455398,-72,376,944,2935,33,1023.72,23.31,C2:9A:9F:E5:58:27
1526088069296,2018-05-12T01:21:09.296000Z,1021.2071288431157,-76,372,948,2947,33,1023.64,23.3,C2:9A:9F:E5:58:27
1526088074825,2018-05-12T01:21:14.825000Z,1020.3842413522467,-64,372,948,2935,33,1023.69,23.31,C2:9A:9F:E5:58:27
1526088080176,2018-05-12T01:21:20.176000Z,1023.8593653427213,-72,380,948,2929,33,1023.74,23.31,C2:9A:9F:E5:58:27
1526088085886,2018-05-12T01:21:25.885999Z,1023.8593653427213,-72,380,948,2953,33,1023.67,23.32,C2:9A:9F:E5:58:27
1526088091176,2018-05-12T01:21:31.176000Z,1016.45659031756,-72,380,940,2953,33,1023.71,23.31,C2:9A:9F:E5:58:27
1526088097190,2018-05-12T01:21:37.190000Z,1027.5641099221011,-72,380,952,2935,33,1023.69,23.31,C2:9A:9F:E5:58:27
1526088103115,2018-05-12T01:21:43.115000Z,1025.818697431471,-68,376,952,2935,33,1023.66,23.31,C2:9A:9F:E5:58:27
1526088108652,2018-05-12T01:21:48.651999Z,1025.6393128190825,-76,384,948,2941,33,1023.68,23.3,C2:9A:9F:E5:58:27
1526088114156,2018-05-12T01:21:54.155999Z,1031.5580449010129,-76,380,956,2935,33,1023.69,23.3,C2:9A:9F:E5:58:27
1526088119275,2018-05-12T01:21:59.275000Z,1016.7477563289726,-76,380,940,2935,33,1023.68,23.31,C2:9A:9F:E5:58:27
1526088124335,2018-05-12T01:22:04.335000Z,1018.6736474455398,-72,376,944,2941,33,1023.69,23.31,C2:9A:9F:E5:58:27
1526088129865,2018-05-12T01:22:09.865000Z,1025.350671721631,-72,384,948,2935,33,1023.64,23.3,C2:9A:9F:E5:58:27
1526088135432,2018-05-12T01:22:15.431999Z,1016.4251079149905,-60,372,944,2947,33,1023.68,23.31,C2:9A:9F:E5:58:27
1526088140986,2018-05-12T01:22:20.986000Z,1013.4929698818833,-72,372,940,2935,33,1023.71,23.31,C2:9A:9F:E5:58:27
1526088146196,2018-05-12T01:22:26.196000Z,1021.3794593587635,-68,384,944,2935,33,1023.71,23.31,C2:9A:9F:E5:58:27
1526088151566,2018-05-12T01:22:31.565999Z,1012.9560701234777,-64,372,940,2929,33,1023.69,23.3,C2:9A:9F:E5:58:27
1526088157156,2018-05-12T01:22:37.155999Z,1017.2040110027093,-72,372,944,2941,33,1023.74,23.31,C2:9A:9F:E5:58:27
1526088162164,2018-05-12T01:22:42.164000Z,1017.4949631324963,-76,372,944,2935,33,1023.68,23.3,C2:9A:9F:E5:58:27
1526088167246,2018-05-12T01:22:47.246000Z,1023.5858537514085,-68,380,948,2941,33,1023.69,23.3,C2:9A:9F:E5:58:27
1526088173186,2018-05-12T01:22:53.186000Z,1023.5858537514085,-68,380,948,2941,33,1023.68,23.31,C2:9A:9F:E5:58:27
1526088178336,2018-05-12T01:22:58.335999Z,1022.1076264268846,-68,376,948,2935,33,1023.7,23.3,C2:9A:9F:E5:58:27
1526088184186,2018-05-12T01:23:04.186000Z,1018.964179939609,-76,376,944,2947,33,1023.76,23.31,C2:9A:9F:E5:58:27
1526088189475,2018-05-12T01:23:09.474999Z,1017.2040110027093,-72,372,944,2953,33,1023.69,23.3,C2:9A:9F:E5:58:27
1526088195026,2018-05-12T01:23:15.026000Z,1020.1568506852267,-72,380,944,2935,33,1023.76,23.3,C2:9A:9F:E5:58:27
1526088200166,2018-05-12T01:23:20.165999Z,1020.9172346473538,-72,372,948,2935,33,1023.69,23.3,C2:9A:9F:E5:58:27
1526088205176,2018-05-12T01:23:25.176000Z,1019.882346155673,-68,380,944,2941,33,1023.7,23.3,C2:9A:9F:E5:58:27
1526088210166,2018-05-12T01:23:30.165999Z,1016.9287093990414,-68,372,944,2935,33,1023.67,23.3,C2:9A:9F:E5:58:27
1526088215196,2018-05-12T01:23:35.196000Z,1018.3987431256973,-68,376,944,2935,33,1023.75,23.31,C2:9A:9F:E5:58:27
1526088220209,2018-05-12T01:23:40.209000Z,1018.3987431256973,-68,376,944,2941,33,1023.7,23.3,C2:9A:9F:E5:58:27
1526088225282,2018-05-12T01:23:45.282000Z,1025.0775580413415,-68,384,948,2935,33,1023.74,23.31,C2:9A:9F:E5:58:27
1526088230326,2018-05-12T01:23:50.325999Z,1022.1076264268846,-68,376,948,2929,33,1023.67,23.3,C2:9A:9F:E5:58:27
1526088235856,2018-05-12T01:23:55.855999Z,1027.2915847022207,-68,380,952,2953,33,1023.76,23.3,C2:9A:9F:E5:58:27
1526088241176,2018-05-12T01:24:01.176000Z,1022.6710125939818,-76,376,948,2947,33,1023.69,23.3,C2:9A:9F:E5:58:27
1526088246471,2018-05-12T01:24:06.470999Z,1022.3815334795519,-72,376,948,2935,33,1023.68,23.29,C2:9A:9F:E5:58:27
1526088252008,2018-05-12T01:24:12.007999Z,1012.9560701234777,-64,372,940,2929,33,1023.7,23.3,C2:9A:9F:E5:58:27
