time,readable_time,acceleration,acceleration_x,acceleration_y,acceleration_z,battery,humidity,identifier,pressure,temperature,dev-id
1524355219053,2018-04-22T00:00:19.052999Z,1013.6823960195817,-84,380,936,2947,29.5,,1003.52,21.33,C2:9A:9F:E5:58:27
1524355224536,2018-04-22T00:00:24.536000Z,1029.3376511135693,-76,384,952,2941,29.5,,1003.49,21.33,C2:9A:9F:E5:58:27
1524355229563,2018-04-22T00:00:29.562999Z,1021.2071288431157,-76,372,948,2941,29.5,,1003.54,21.35,C2:9A:9F:E5:58:27
1524355234593,2018-04-22T00:00:34.592999Z,1019.9294093220374,-88,376,944,2947,29.5,,1003.56,21.33,C2:9A:9F:E5:58:27
1524355239669,2018-04-22T00:00:39.668999Z,1029.3376511135693,-76,384,952,2941,29.5,,1003.54,21.34,C2:9A:9F:E5:58:27
1524355245229,2018-04-22T00:00:45.229000Z,1029.6407140357262,-80,384,952,2941,29.5,,1003.53,21.33,C2:9A:9F:E5:58:27
1524355250769,2018-04-22T00:00:50.769000Z,1024.7731456278507,-84,380,948,2947,29.5,,1003.5,21.33,C2:9A:9F:E5:58:27
1524355256529,2018-04-22T00:00:56.529000Z,1027.7665104487498,-84,388,948,2947,29.5,,1003.5,21.33,C2:9A:9F:E5:58:27
1524355261983,2018-04-22T00:01:01.983000Z,1027.8521294427521,-76,380,952,2953,29.5,,1003.56,21.34,C2:9A:9F:E5:58:27
1524355267559,2018-04-22T00:01:07.559000Z,1024.7731456278507,-84,380,948,2935,29.5,,1003.5,21.35,C2:9A:9F:E5:58:27
1524355272563,2018-04-22T00:01:12.562999Z,1026.2631241548145,-84,384,948,2947,29.5,,1003.53,21.35,C2:9A:9F:E5:58:27
1524355277543,2018-04-22T00:01:17.542999Z,1028.474598616806,-84,380,952,2935,29.5,,1003.53,21.33,C2:9A:9F:E5:58:27
1524355282553,2018-04-22T00:01:22.552999Z,1029.6407140357262,-80,384,952,2935,29.5,,1003.52,21.33,C2:9A:9F:E5:58:27
1524355287589,2018-04-22T00:01:27.588999Z,1024.7731456278507,-84,380,948,2953,29.5,,1003.48,21.33,C2:9A:9F:E5:58:27
1524355293549,2018-04-22T00:01:33.549000Z,1021.073944433017,-84,380,944,2947,29.5,,1003.58,21.33,C2:9A:9F:E5:58:27
1524355298712,2018-04-22T00:01:38.711999Z,1029.6407140357262,-80,384,952,2941,29.5,,1003.48,21.34,C2:9A:9F:E5:58:27
1524355304243,2018-04-22T00:01:44.243000Z,1025.9434682281476,-80,384,948,2953,29.5,,1003.48,21.34,C2:9A:9F:E5:58:27
1524355309822,2018-04-22T00:01:49.822000Z,1024.148426742921,-76,380,948,2947,29.5,,1003.56,21.34,C2:9A:9F:E5:58:27
1524355315548,2018-04-22T00:01:55.548000Z,1017.0545708072896,-80,380,940,2953,29.5,,1003.53,21.33,C2:9A:9F:E5:58:27
1524355320543,2018-04-22T00:02:00.542999Z,1019.2703272439554,-80,376,944,2935,29.5,,1003.53,21.33,C2:9A:9F:E5:58:27
1524355325543,2018-04-22T00:02:05.542999Z,1021.073944433017,-84,380,944,2947,29.5,,1003.55,21.34,C2:9A:9F:E5:58:27
1524355331049,2018-04-22T00:02:11.049000Z,1026.5982661197124,-88,384,948,2947,29.5,,1003.48,21.33,C2:9A:9F:E5:58:27
1524355336513,2018-04-22T00:02:16.513000Z,1018.2494782714107,-76,384,940,2941,29.5,,1003.56,21.35,C2:9A:9F:E5:58:27
1524355341653,2018-04-22T00:02:21.653000Z,1017.3770195949976,-84,380,940,2947,29.5,,1003.58,21.35,C2:9A:9F:E5:58:27
1524355346661,2018-04-22T00:02:26.661000Z,1029.6407140357262,-80,384,952,2941,29.5,,1003.57,21.33,C2:9A:9F:E5:58:27
1524355351747,2018-04-22T00:02:31.746999Z,1016.2283208019741,-88,376,940,2947,29.5,,1003.5,21.35,C2:9A:9F:E5:58:27
1524355357302,2018-04-22T00:02:37.302000Z,1024.0781220199951,-84,388,944,2947,29.5,,1003.56,21.33,C2:9A:9F:E5:58:27
1524355362562,2018-04-22T00:02:42.562000Z,1029.959222493784,-84,384,952,2953,29.5,,1003.61,21.35,C2:9A:9F:E5:58:27
1524355368913,2018-04-22T00:02:48.913000Z,1023.2966334352908,-84,376,948,2947,29.5,,1003.54,21.34,C2:9A:9F:E5:58:27
1524355374453,2018-04-22T00:02:54.453000Z,1022.9760505505493,-80,376,948,2947,29.5,,1003.48,21.34,C2:9A:9F:E5:58:27
1524355379563,2018-04-22T00:02:59.562999Z,1017.0545708072896,-80,380,940,2947,29.5,,1003.51,21.34,C2:9A:9F:E5:58:27
1524355385059,2018-04-22T00:03:05.059000Z,1023.7577838531924,-80,388,944,2953,29.5,,1003.56,21.34,C2:9A:9F:E5:58:27
1524355390553,2018-04-22T00:03:10.552999Z,1023.6327466430527,-88,376,948,2941,29.5,,1003.55,21.34,C2:9A:9F:E5:58:27
1524355395633,2018-04-22T00:03:15.632999Z,1024.148426742921,-76,380,948,2941,29.5,,1003.55,21.34,C2:9A:9F:E5:58:27
1524355400702,2018-04-22T00:03:20.701999Z,1026.2631241548145,-84,384,948,2941,29.5,,1003.56,21.34,C2:9A:9F:E5:58:27
1524355406253,2018-04-22T00:03:26.253000Z,1029.6407140357262,-80,384,952,2941,29.5,,1003.51,21.34,C2:9A:9F:E5:58:27
1524355411823,2018-04-22T00:03:31.822999Z,1024.7731456278507,-84,380,948,2941,29.5,,1003.58,21.35,C2:9A:9F:E5:58:27
1524355417403,2018-04-22T00:03:37.403000Z,1014.86550833103,-80,384,936,2947,29.5,,1003.57,21.34,C2:9A:9F:E5:58:27
1524355422533,2018-04-22T00:03:42.532999Z,1021.4107890559998,-88,380,944,2953,29.5,,1003.56,21.35,C2:9A:9F:E5:58:27
1524355427553,2018-04-22T00:03:47.552999Z,1020.4469608950776,-76,380,944,2947,29.5,,1003.57,21.34,C2:9A:9F:E5:58:27
1524355432543,2018-04-22T00:03:52.542999Z,1020.7526634792583,-80,380,944,2953,29.5,,1003.59,21.34,C2:9A:9F:E5:58:27
1524355437563,2018-04-22T00:03:57.562999Z,1028.1011623376369,-88,388,948,2947,29.5,,1003.54,21.34,C2:9A:9F:E5:58:27
1524355443123,2018-04-22T00:04:03.122999Z,1028.155630242815,-80,380,952,2941,29.5,,1003.58,21.33,C2:9A:9F:E5:58:27
1524355448553,2018-04-22T00:04:08.552999Z,1023.6327466430527,-88,376,948,2953,29.5,,1003.54,21.34,C2:9A:9F:E5:58:27
1524355453733,2018-04-22T00:04:13.733000Z,1028.155630242815,-80,380,952,2947,29.5,,1003.49,21.33,C2:9A:9F:E5:58:27
1524355459273,2018-04-22T00:04:19.273000Z,1033.0382374336393,-76,384,956,2953,29.5,,1003.63,21.34,C2:9A:9F:E5:58:27
1524355464533,2018-04-22T00:04:24.532999Z,1019.5920752928595,-84,376,944,2947,29.5,,1003.55,21.34,C2:9A:9F:E5:58:27
1524355469871,2018-04-22T00:04:29.871000Z,1025.6393128190825,-76,384,948,2953,29.5,,1003.59,21.34,C2:9A:9F:E5:58:27
1524355475453,2018-04-22T00:04:35.453000Z,1029.3376511135693,-76,384,952,2935,29.5,,1003.58,21.35,C2:9A:9F:E5:58:27
1524355480543,2018-04-22T00:04:40.542999Z,1029.6407140357262,-80,384,952,2935,29.5,,1003.59,21.34,C2:9A:9F:E5:58:27
1524355486073,2018-04-22T00:04:46.072999Z,1024.4530247893263,-80,380,948,2953,29.5,,1003.48,21.33,C2:9A:9F:E5:58:27
1524355491543,2018-04-22T00:04:51.542999Z,1020.1568506852267,-72,380,944,2947,29.5,,1003.58,21.33,C2:9A:9F:E5:58:27
1524355496653,2018-04-22T00:04:56.653000Z,1029.6407140357262,-80,384,952,2941,29.5,,1003.56,21.33,C2:9A:9F:E5:58:27
1524355502213,2018-04-22T00:05:02.213000Z,1025.1087747161273,-88,380,948,2947,29.5,,1003.56,21.34,C2:9A:9F:E5:58:27
1524355507743,2018-04-22T00:05:07.743000Z,1033.6575835352828,-84,384,956,2941,29.5,,1003.56,21.34,C2:9A:9F:E5:58:27
1524355513313,2018-04-22T00:05:13.312999Z,1031.457221604464,-84,388,952,2935,29.5,,1003.64,21.33,C2:9A:9F:E5:58:27
1524355518553,2018-04-22T00:05:18.552999Z,1028.155630242815,-80,380,952,2947,29.5,,1003.61,21.33,C2:9A:9F:E5:58:27
1524355523893,2018-04-22T00:05:23.892999Z,1025.1087747161273,-88,380,948,2953,29.5,,1003.55,21.34,C2:9A:9F:E5:58:27
1524355529430,2018-04-22T00:05:29.430000Z,1025.9434682281476,-80,384,948,2947,29.5,,1003.61,21.35,C2:9A:9F:E5:58:27
1524355534553,2018-04-22T00:05:34.552999Z,1024.148426742921,-76,380,948,2941,29.5,,1003.61,21.33,C2:9A:9F:E5:58:27
1524355539543,2018-04-22T00:05:39.542999Z,1020.7526634792583,-80,380,944,2947,29.5,,1003.56,21.35,C2:9A:9F:E5:58:27
1524355544583,2018-04-22T00:05:44.582999Z,1029.959222493784,-84,384,952,2947,29.5,,1003.5,21.33,C2:9A:9F:E5:58:27
1524355549653,2018-04-22T00:05:49.653000Z,1021.073944433017,-84,380,944,2941,29.5,,1003.53,21.33,C2:9A:9F:E5:58:27
1524355554673,2018-04-22T00:05:54.673000Z,1026.683982537957,-80,376,952,2953,29.5,,1003.58,21.33,C2:9A:9F:E5:58:27
1524355560263,2018-04-22T00:06:00.263000Z,1027.3383084456648,-88,376,952,2953,29.5,,1003.54,21.34,C2:9A:9F:E5:58:27
1524355565813,2018-04-22T00:06:05.812999Z,1024.7731456278507,-84,380,948,2941,29.5,,1003.56,21.34,C2:9A:9F:E5:58:27
1524355571553,2018-04-22T00:06:11.552999Z,1028.474598616806,-84,380,952,2953,29.5,,1003.64,21.35,C2:9A:9F:E5:58:27
1524355576913,2018-04-22T00:06:16.913000Z,1017.3770195949976,-84,380,940,2941,29.5,,1003.58,21.33,C2:9A:9F:E5:58:27
1524355582559,2018-04-22T00:06:22.559000Z,1021.073944433017,-84,380,944,2959,29.5,,1003.63,21.34,C2:9A:9F:E5:58:27
1524355587543,2018-04-22T00:06:27.542999Z,1021.4107890559998,-88,380,944,2953,29.5,,1003.58,21.33,C2:9A:9F:E5:58:27
1524355593043,2018-04-22T00:06:33.042999Z,1030.836553484596,-76,388,952,2953,29.5,,1003.53,21.33,C2:9A:9F:E5:58:27
1524355598523,2018-04-22T00:06:38.523000Z,1025.6393128190825,-76,384,948,2947,29.5,,1003.57,21.33,C2:9A:9F:E5:58:27
1524355604133,2018-04-22T00:06:44.132999Z,1022.9760505505493,-80,376,948,2935,29.5,,1003.56,21.33,C2:9A:9F:E5:58:27
1524355610543,2018-04-22T00:06:50.542999Z,1024.7731456278507,-84,380,948,2947,29.5,,1003.59,21.32,C2:9A:9F:E5:58:27
1524355615773,2018-04-22T00:06:55.773000Z,1026.2631241548145,-84,384,948,2947,29.5,,1003.53,21.33,C2:9A:9F:E5:58:27
1524355621563,2018-04-22T00:07:01.562999Z,1026.2631241548145,-84,384,948,2947,29.5,,1003.52,21.33,C2:9A:9F:E5:58:27
1524355626863,2018-04-22T00:07:06.862999Z,1030.712375010604,-84,376,956,2953,29.5,,1003.55,21.33,C2:9A:9F:E5:58:27
1524355632434,2018-04-22T00:07:12.434000Z,1028.155630242815,-80,380,952,2947,29.5,,1003.68,21.34,C2:9A:9F:E5:58:27
1524355637531,2018-04-22T00:07:17.530999Z,1030.2931621630808,-88,384,952,2947,29.5,,1003.56,21.32,C2:9A:9F:E5:58:27
1524355642563,2018-04-22T00:07:22.562999Z,1024.148426742921,-76,380,948,2935,29.5,,1003.63,21.33,C2:9A:9F:E5:58:27
1524355647573,2018-04-22T00:07:27.572999Z,1021.943246956503,-76,384,944,2947,29.5,,1003.6,21.31,C2:9A:9F:E5:58:27
1524355652643,2018-04-22T00:07:32.642999Z,1024.4530247893263,-80,380,948,2947,29.5,,1003.67,21.32,C2:9A:9F:E5:58:27
1524355657683,2018-04-22T00:07:37.683000Z,1030.2931621630808,-88,384,952,2947,29.5,,1003.63,21.33,C2:9A:9F:E5:58:27
1524355663259,2018-04-22T00:07:43.259000Z,1032.5115011465973,-88,380,956,2941,29.5,,1003.57,21.33,C2:9A:9F:E5:58:27
1524355668563,2018-04-22T00:07:48.562999Z,1024.0781220199951,-84,388,944,2941,29.5,,1003.57,21.32,C2:9A:9F:E5:58:27
1524355673833,2018-04-22T00:07:53.832999Z,1020.7526634792583,-80,380,944,2935,29.5,,1003.6,21.33,C2:9A:9F:E5:58:27
1524355679413,2018-04-22T00:07:59.413000Z,1024.7731456278507,-84,380,948,2947,29.5,,1003.64,21.33,C2:9A:9F:E5:58:27
1524355685443,2018-04-22T00:08:05.443000Z,1028.155630242815,-80,380,952,2947,29.5,,1003.6,21.33,C2:9A:9F:E5:58:27
1524355690553,2018-04-22T00:08:10.552999Z,1028.1011623376369,-88,388,948,2941,29.5,,1003.58,21.33,C2:9A:9F:E5:58:27
1524355695543,2018-04-22T00:08:15.542999Z,1021.073944433017,-84,380,944,2935,29.5,,1003.58,21.31,C2:9A:9F:E5:58:27
1524355701103,2018-04-22T00:08:21.102999Z,1021.943246956503,-76,384,944,2947,29.5,,1003.63,21.33,C2:9A:9F:E5:58:27
1524355706533,2018-04-22T00:08:26.532999Z,1020.7526634792583,-80,380,944,2953,29.5,,1003.59,21.32,C2:9A:9F:E5:58:27
1524355711663,2018-04-22T00:08:31.663000Z,1022.9760505505493,-80,376,948,2953,29.5,,1003.6,21.33,C2:9A:9F:E5:58:27
1524355717213,2018-04-22T00:08:37.213000Z,1021.073944433017,-84,380,944,2947,29.5,,1003.61,21.32,C2:9A:9F:E5:58:27
1524355722543,2018-04-22T00:08:42.542999Z,1029.6407140357262,-80,384,952,2947,29.5,,1003.54,21.32,C2:9A:9F:E5:58:27
1524355727840,2018-04-22T00:08:47.839999Z,1020.4469608950776,-76,380,944,2935,29.5,,1003.58,21.32,C2:9A:9F:E5:58:27
1524355733393,2018-04-22T00:08:53.392999Z,1021.073944433017,-84,380,944,2941,29.5,,1003.57,21.32,C2:9A:9F:E5:58:27
1524355738553,2018-04-22T00:08:58.552999Z,1028.474598616806,-84,380,952,2935,29.5,,1003.57,21.32,C2:9A:9F:E5:58:27
1524355743563,2018-04-22T00:09:03.562999Z,1023.9843748807889,-92,376,948,2947,29.5,,1003.57,21.32,C2:9A:9F:E5:58:27
1524355749519,2018-04-22T00:09:09.519000Z,1026.5982661197124,-88,384,948,2941,29.5,,1003.59,21.32,C2:9A:9F:E5:58:27
1524355754563,2018-04-22T00:09:14.562999Z,1028.155630242815,-80,380,952,2935,29.5,,1003.59,21.32,C2:9A:9F:E5:58:27
1524355760123,2018-04-22T00:09:20.122999Z,1021.073944433017,-84,380,944,2941,29.5,,1003.65,21.32,C2:9A:9F:E5:58:27
1524355765533,2018-04-22T00:09:25.532999Z,1028.474598616806,-84,380,952,2941,29.5,,1003.61,21.32,C2:9A:9F:E5:58:27
1524355770723,2018-04-22T00:09:30.723000Z,1020.7526634792583,-80,380,944,2947,29.5,,1003.58,21.31,C2:9A:9F:E5:58:27
1524355776263,2018-04-22T00:09:36.263000Z,1028.474598616806,-84,380,952,2953,29.5,,1003.65,21.32,C2:9A:9F:E5:58:27
1524355781549,2018-04-22T00:09:41.549000Z,1024.41397881911,-88,388,944,2941,29.5,,1003.63,21.31,C2:9A:9F:E5:58:27
1524355786880,2018-04-22T00:09:46.880000Z,1025.1087747161273,-88,380,948,2947,29.5,,1003.7,21.32,C2:9A:9F:E5:58:27
1524355792423,2018-04-22T00:09:52.423000Z,1017.3770195949976,-84,380,940,2953,29.5,,1003.61,21.32,C2:9A:9F:E5:58:27
1524355797553,2018-04-22T00:09:57.552999Z,1029.959222493784,-84,384,952,2941,29.5,,1003.58,21.31,C2:9A:9F:E5:58:27
1524355802981,2018-04-22T00:10:02.980999Z,1023.2966334352908,-84,376,948,2941,29.5,,1003.59,21.3,C2:9A:9F:E5:58:27
1524355808543,2018-04-22T00:10:08.542999Z,1027.3383084456648,-88,376,952,2953,29.5,,1003.59,21.3,C2:9A:9F:E5:58:27
1524355813613,2018-04-22T00:10:13.612999Z,1023.6327466430527,-88,376,948,2941,29.5,,1003.6,21.31,C2:9A:9F:E5:58:27
1524355818643,2018-04-22T00:10:18.642999Z,1022.9056652497336,-88,384,944,2935,29.5,,1003.6,21.31,C2:9A:9F:E5:58:27
1524355823683,2018-04-22T00:10:23.683000Z,1020.4469608950776,-76,380,944,2947,29.5,,1003.55,21.31,C2:9A:9F:E5:58:27
1524355829276,2018-04-22T00:10:29.276000Z,1022.1702402242006,-88,372,948,2953,29.5,,1003.66,21.31,C2:9A:9F:E5:58:27
1524355834513,2018-04-22T00:10:34.513000Z,1022.2485020776504,-80,384,944,2947,29.5,,1003.61,21.32,C2:9A:9F:E5:58:27
1524355839853,2018-04-22T00:10:39.852999Z,1022.5693130541323,-84,384,944,2953,29.5,,1003.58,21.32,C2:9A:9F:E5:58:27
1524355845393,2018-04-22T00:10:45.392999Z,1029.959222493784,-84,384,952,2947,29.5,,1003.6,21.31,C2:9A:9F:E5:58:27
1524355850543,2018-04-22T00:10:50.542999Z,1030.2931621630808,-88,384,952,2953,29.5,,1003.58,21.31,C2:9A:9F:E5:58:27
1524355855543,2018-04-22T00:10:55.542999Z,1030.2931621630808,-88,384,952,2947,29.5,,1003.59,21.32,C2:9A:9F:E5:58:27
1524355860569,2018-04-22T00:11:00.569000Z,1029.959222493784,-84,384,952,2953,29.5,,1003.61,21.32,C2:9A:9F:E5:58:27
1524355865623,2018-04-22T00:11:05.622999Z,1029.6407140357262,-80,384,952,2947,29.5,,1003.62,21.32,C2:9A:9F:E5:58:27
1524355870643,2018-04-22T00:11:10.642999Z,1022.6710125939818,-76,376,948,2947,29.5,,1003.57,21.32,C2:9A:9F:E5:58:27
1524355876718,2018-04-22T00:11:16.717999Z,1027.003407978766,-84,376,952,2947,29.5,,1003.6,21.31,C2:9A:9F:E5:58:27
1524355882293,2018-04-22T00:11:22.292999Z,1024.148426742921,-76,380,948,2953,29.5,,1003.6,21.31,C2:9A:9F:E5:58:27
1524355887543,2018-04-22T00:11:27.542999Z,1018.964179939609,-76,376,944,2953,29.5,,1003.62,21.32,C2:9A:9F:E5:58:27
1524355892873,2018-04-22T00:11:32.872999Z,1019.5920752928595,-84,376,944,2953,29.5,,1003.68,21.31,C2:9A:9F:E5:58:27
1524355898553,2018-04-22T00:11:38.552999Z,1020.4469608950776,-76,380,944,2947,29.5,,1003.6,21.31,C2:9A:9F:E5:58:27
1524355903974,2018-04-22T00:11:43.973999Z,1023.2966334352908,-84,376,948,2953,29.5,,1003.59,21.31,C2:9A:9F:E5:58:27
1524355909523,2018-04-22T00:11:49.523000Z,1024.7731456278507,-84,380,948,2953,29.5,,1003.61,21.32,C2:9A:9F:E5:58:27
1524355914563,2018-04-22T00:11:54.562999Z,1016.7477563289726,-76,380,940,2941,29.5,,1003.6,21.31,C2:9A:9F:E5:58:27
1524355920163,2018-04-22T00:12:00.163000Z,1024.7731456278507,-84,380,948,2947,29.5,,1003.55,21.31,C2:9A:9F:E5:58:27
1524355925549,2018-04-22T00:12:05.549000Z,1020.7526634792583,-80,380,944,2947,29.5,,1003.52,21.31,C2:9A:9F:E5:58:27
1524355930743,2018-04-22T00:12:10.743000Z,1031.457221604464,-84,388,952,2947,29.5,,1003.58,21.31,C2:9A:9F:E5:58:27
1524355936312,2018-04-22T00:12:16.312000Z,1019.2703272439554,-80,376,944,2947,29.5,,1003.62,21.31,C2:9A:9F:E5:58:27
1524355941543,2018-04-22T00:12:21.542999Z,1022.5693130541323,-84,384,944,2947,29.5,,1003.63,21.31,C2:9A:9F:E5:58:27
1524355946899,2018-04-22T00:12:26.898999Z,1020.4469608950776,-76,380,944,2959,29.5,,1003.63,21.31,C2:9A:9F:E5:58:27
1524355952443,2018-04-22T00:12:32.443000Z,1024.0781220199951,-84,388,944,2941,29.5,,1003.62,21.32,C2:9A:9F:E5:58:27
1524355957563,2018-04-22T00:12:37.562999Z,1019.5920752928595,-84,376,944,2929,29.5,,1003.63,21.31,C2:9A:9F:E5:58:27
1524355963033,2018-04-22T00:12:43.032999Z,1022.2485020776504,-80,384,944,2935,29.5,,1003.6,21.31,C2:9A:9F:E5:58:27
1524355968526,2018-04-22T00:12:48.526000Z,1015.8897577985517,-84,376,940,2941,29.5,,1003.63,21.31,C2:9A:9F:E5:58:27
1524355974163,2018-04-22T00:12:54.163000Z,1027.1436121594681,-76,388,948,2947,29.5,,1003.63,21.31,C2:9A:9F:E5:58:27
1524355979533,2018-04-22T00:12:59.532999Z,1024.4530247893263,-80,380,948,2947,29.5,,1003.63,21.31,C2:9A:9F:E5:58:27
1524355984743,2018-04-22T00:13:04.743000Z,1023.2966334352908,-84,376,948,2947,29.5,,1003.59,21.31,C2:9A:9F:E5:58:27
1524355990283,2018-04-22T00:13:10.282999Z,1022.5693130541323,-84,384,944,2941,29.5,,1003.68,21.31,C2:9A:9F:E5:58:27
1524355995543,2018-04-22T00:13:15.542999Z,1029.959222493784,-84,384,952,2947,29.5,,1003.62,21.31,C2:9A:9F:E5:58:27
1524356000893,2018-04-22T00:13:20.892999Z,1020.7526634792583,-80,380,944,2941,29.5,,1003.59,21.31,C2:9A:9F:E5:58:27
1524356006539,2018-04-22T00:13:26.539000Z,1026.683982537957,-80,376,952,2941,29.5,,1003.6,21.31,C2:9A:9F:E5:58:27
1524356011543,2018-04-22T00:13:31.542999Z,1020.7526634792583,-80,380,944,2935,29.5,,1003.59,21.3,C2:9A:9F:E5:58:27
1524356016533,2018-04-22T00:13:36.532999Z,1025.6393128190825,-76,384,948,2947,29.5,,1003.6,21.31,C2:9A:9F:E5:58:27
1524356021539,2018-04-22T00:13:41.539000Z,1018.1237645787471,-84,372,944,2947,29.5,,1003.61,21.3,C2:9A:9F:E5:58:27
1524356026566,2018-04-22T00:13:46.565999Z,1022.9760505505493,-80,376,948,2947,29.5,,1003.67,21.3,C2:9A:9F:E5:58:27
1524356031633,2018-04-22T00:13:51.632999Z,1023.2966334352908,-84,376,948,2947,29.5,,1003.58,21.3,C2:9A:9F:E5:58:27
1524356036703,2018-04-22T00:13:56.703000Z,1015.1886524188496,-84,384,936,2947,29.5,,1003.62,21.29,C2:9A:9F:E5:58:27
1524356042253,2018-04-22T00:14:02.253000Z,1025.9434682281476,-80,384,948,2935,29.5,,1003.61,21.28,C2:9A:9F:E5:58:27
1524356047523,2018-04-22T00:14:07.523000Z,1020.7526634792583,-80,380,944,2947,29.5,,1003.57,21.29,C2:9A:9F:E5:58:27
1524356052833,2018-04-22T00:14:12.832999Z,1023.4529788905791,-76,388,944,2935,29.5,,1003.6,21.3,C2:9A:9F:E5:58:27
1524356058893,2018-04-22T00:14:18.892999Z,1027.7665104487498,-84,388,948,2959,29.5,,1003.6,21.3,C2:9A:9F:E5:58:27
1524356064412,2018-04-22T00:14:24.411999Z,1023.2966334352908,-84,376,948,2953,29.5,,1003.62,21.29,C2:9A:9F:E5:58:27
1524356069539,2018-04-22T00:14:29.539000Z,1034.8333199119556,-80,388,956,2947,29.5,,1003.67,21.29,C2:9A:9F:E5:58:27
1524356075043,2018-04-22T00:14:35.042999Z,1025.9434682281476,-80,384,948,2947,29.5,,1003.61,21.28,C2:9A:9F:E5:58:27
1524356080503,2018-04-22T00:14:40.503000Z,1019.5920752928595,-84,376,944,2947,29.5,,1003.66,21.28,C2:9A:9F:E5:58:27
1524356085643,2018-04-22T00:14:45.642999Z,1026.2631241548145,-84,384,948,2941,29.5,,1003.65,21.28,C2:9A:9F:E5:58:27
1524356090703,2018-04-22T00:14:50.703000Z,1018.5558403936428,-80,384,940,2947,29.5,,1003.61,21.28,C2:9A:9F:E5:58:27
1524356096279,2018-04-22T00:14:56.279000Z,1019.2703272439554,-80,376,944,2941,29.5,,1003.62,21.28,C2:9A:9F:E5:58:27
1524356101539,2018-04-22T00:15:01.539000Z,1024.148426742921,-76,380,948,2947,29.5,,1003.6,21.28,C2:9A:9F:E5:58:27
1524356107351,2018-04-22T00:15:07.351000Z,1021.073944433017,-84,380,944,2947,29.5,,1003.64,21.27,C2:9A:9F:E5:58:27
1524356112533,2018-04-22T00:15:12.532999Z,1021.073944433017,-84,380,944,2947,29.5,,1003.62,21.27,C2:9A:9F:E5:58:27
1524356117501,2018-04-22T00:15:17.500999Z,1021.073944433017,-84,380,944,2941,29.5,,1003.62,21.28,C2:9A:9F:E5:58:27
1524356122523,2018-04-22T00:15:22.523000Z,1020.7526634792583,-80,380,944,2947,29.5,,1003.65,21.26,C2:9A:9F:E5:58:27
1524356127533,2018-04-22T00:15:27.532999Z,1031.8604556818718,-80,380,956,2941,29.5,,1003.61,21.27,C2:9A:9F:E5:58:27
1524356132603,2018-04-22T00:15:32.602999Z,1025.225828781152,-80,372,952,2959,29.5,,1003.61,21.27,C2:9A:9F:E5:58:27
1524356137623,2018-04-22T00:15:37.622999Z,1026.5982661197124,-88,384,948,2935,29.5,,1003.56,21.27,C2:9A:9F:E5:58:27
1524356142701,2018-04-22T00:15:42.700999Z,1024.7731456278507,-84,380,948,2947,29.5,,1003.63,21.27,C2:9A:9F:E5:58:27
1524356148263,2018-04-22T00:15:48.263000Z,1020.7526634792583,-80,380,944,2947,29.5,,1003.59,21.27,C2:9A:9F:E5:58:27
1524356153533,2018-04-22T00:15:53.532999Z,1023.6327466430527,-88,376,948,2947,29.5,,1003.62,21.28,C2:9A:9F:E5:58:27
1524356159349,2018-04-22T00:15:59.348999Z,1011.0509383804557,-88,372,936,2947,29.5,,1003.59,21.27,C2:9A:9F:E5:58:27
1524356164503,2018-04-22T00:16:04.503000Z,1026.2631241548145,-84,384,948,2947,29.5,,1003.63,21.27,C2:9A:9F:E5:58:27
1524356169520,2018-04-22T00:16:09.519999Z,1026.3800465714442,-76,376,952,2935,29.5,,1003.61,21.27,C2:9A:9F:E5:58:27
1524356174493,2018-04-22T00:16:14.493000Z,1027.1436121594681,-76,388,948,2947,29.5,,1003.61,21.27,C2:9A:9F:E5:58:27
1524356180023,2018-04-22T00:16:20.023000Z,1026.2631241548145,-84,384,948,2941,29.5,,1003.63,21.27,C2:9A:9F:E5:58:27
1524356185503,2018-04-22T00:16:25.503000Z,1026.2631241548145,-84,384,948,2947,29.5,,1003.74,21.27,C2:9A:9F:E5:58:27
1524356190651,2018-04-22T00:16:30.651000Z,1020.2823138719989,-92,376,944,2947,29.5,,1003.66,21.27,C2:9A:9F:E5:58:27
1524356196193,2018-04-22T00:16:36.193000Z,1024.4530247893263,-80,380,948,2935,29.5,,1003.59,21.27,C2:9A:9F:E5:58:27
1524356201523,2018-04-22T00:16:41.523000Z,1031.1391758632778,-80,388,952,2953,29.5,,1003.6,21.26,C2:9A:9F:E5:58:27
1524356206793,2018-04-22T00:16:46.792999Z,1031.457221604464,-84,388,952,2941,29.5,,1003.65,21.28,C2:9A:9F:E5:58:27
1524356212373,2018-04-22T00:16:52.372999Z,1025.1087747161273,-88,380,948,2935,29.5,,1003.64,21.27,C2:9A:9F:E5:58:27
1524356217913,2018-04-22T00:16:57.913000Z,1022.9056652497336,-88,384,944,2959,29.5,,1003.6,21.26,C2:9A:9F:E5:58:27
1524356223443,2018-04-22T00:17:03.443000Z,1021.7631819555841,-92,380,944,2947,29.5,,1003.72,21.27,C2:9A:9F:E5:58:27
1524356228513,2018-04-22T00:17:08.513000Z,1023.7577838531924,-80,388,944,2935,29.5,,1003.68,21.26,C2:9A:9F:E5:58:27
1524356233503,2018-04-22T00:17:13.503000Z,1028.9645280572115,-80,392,948,2947,29.5,,1003.63,21.27,C2:9A:9F:E5:58:27
